"image","xmin","ymin","xmax","ymax","label"
"personai_icartoonface_dettrain_00075.jpg",427.2888165038002,316.0679898648649,492.34093376764383,347.15371621621625,"right-eye"
"personai_icartoonface_dettrain_00075.jpg",521.5874049945711,313.1908783783784,583.5081433224756,345.9032939189189,"left-eye"
"personai_icartoonface_dettrain_00077.jpg",274.1042345276873,137.70531837916064,339.42182410423453,232.60582489146165,"right-eye"
"personai_icartoonface_dettrain_00077.jpg",328.156894679696,131.58646888567293,421.28935939196526,242.1192112879884,"left-eye"
"personai_icartoonface_dettrain_00079.jpg",156.58475320904645,119.56706525061124,178.95113844743275,134.53258710268946,"right-eye"
"personai_icartoonface_dettrain_00079.jpg",195.05319758557457,111.67481662591686,218.1583320599022,127.22197814792175,"left-eye"
"personai_icartoonface_dettrain_00080.jpg",309.39196525515746,151.02056962025316,377.1342290988057,210.372965641953,"right-eye"
"personai_icartoonface_dettrain_00080.jpg",447.17358849077095,127.44235985533453,537.5101791530946,193.8132911392405,"left-eye"
"personai_icartoonface_dettrain_00082.jpg",311.34419109663406,203.48817567567568,322.60803474484254,211.86866554054055,"right-eye"
"personai_icartoonface_dettrain_00082.jpg",329.1824104234528,199.45945945945948,339.15798045602605,206.6465371621622,"left-eye"
"personai_icartoonface_dettrain_00082.jpg",400.371878393051,266.98226351351354,409.0743756786102,274.40118243243245,"right-eye"
"personai_icartoonface_dettrain_00082.jpg",412.92779587404993,274.3973817567568,423.0021715526601,281.25760135135135,"left-eye"
"personai_icartoonface_dettrain_00082.jpg",471.7361563517915,277.3163006756757,478.55374592833874,282.36359797297297,"right-eye"
"personai_icartoonface_dettrain_00082.jpg",482.34256243213895,280.7179054054054,490.8246471226927,287.63893581081084,"left-eye"
"personai_icartoonface_dettrain_00083.jpg",239.927049402823,288.76743358633775,265.0943268186753,331.1497272296015,"right-eye"
"personai_icartoonface_dettrain_00083.jpg",298.30856406080346,290.62037476280835,327.1186210640608,335.06481261859585,"left-eye"
"personai_icartoonface_dettrain_00083.jpg",545.166598805646,110.23132115749524,575.8614956568947,158.0454222011385,"right-eye"
"personai_icartoonface_dettrain_00083.jpg",602.7979098805646,106.70849146110056,637.73276330076,160.59695208728652,"left-eye"
"personai_icartoonface_dettrain_00084.jpg",313.4538545059718,47.496468926553675,460.7730727470141,199.67514124293785,"left-eye"
"personai_icartoonface_dettrain_00085.jpg",432.639115092291,256.55830134357007,521.5622964169381,332.42922264875244,"right-eye"
"personai_icartoonface_dettrain_00085.jpg",559.1543159609121,211.4971209213052,614.4345819761129,297.4088291746641,"left-eye"
"personai_icartoonface_dettrain_00090.jpg",259.05537459283386,133.26980550284628,402.3405266015201,262.13887571157494,"right-eye"
"personai_icartoonface_dettrain_00090.jpg",468.38083604777415,251.78706119544592,572.0992806731813,337.78818785578744,"left-eye"
"personai_icartoonface_dettrain_00094.jpg",374.2947882736156,281.48184121621625,415.1661237785016,314.26646959459464,"right-eye"
"personai_icartoonface_dettrain_00094.jpg",454.64657980456025,282.1241554054054,491.59989142236697,314.5249155405406,"left-eye"
"personai_icartoonface_dettrain_00097.jpg",144.9477470141151,25.018286981177607,173.02694082519002,65.74829572876448,"right-eye"
"personai_icartoonface_dettrain_00097.jpg",198.65126221498372,59.47887759411197,225.8652280130293,80.03985430743244,"left-eye"
"personai_icartoonface_dettrain_00097.jpg",225.26974755700329,83.58262699083012,242.0891015200869,99.81354820222009,"left-eye"
"personai_icartoonface_dettrain_00098.jpg",280.2029383821933,155.15542521994135,328.19979556867537,202.94134897360703,"right-eye"
"personai_icartoonface_dettrain_00098.jpg",367.7385145222584,150.69794721407624,420.383537764658,202.4046920821114,"left-eye"
"personai_icartoonface_dettrain_00102.jpg",144.17480998914223,264.152496382055,171.59337676438653,293.58538350217077,"right-eye"
"personai_icartoonface_dettrain_00102.jpg",174.32138979370248,252.01248191027494,199.51140065146578,277.85003617945006,"left-eye"
"personai_icartoonface_dettrain_00102.jpg",373.8843648208469,143.4687047756874,402.5135722041259,170.10401591895803,"left-eye"
"personai_icartoonface_dettrain_00108.jpg",417.007328990228,152.9320118801653,440.50081433224756,171.89953512396696,"right-eye"
"personai_icartoonface_dettrain_00112.jpg",102.42399565689468,289.42565123010127,114.37839305103148,304.621020260492,"right-eye"
"personai_icartoonface_dettrain_00112.jpg",117.21498371335504,287.5696454413893,126.8973941368078,299.95387120115777,"left-eye"
"personai_icartoonface_dettrain_00112.jpg",189.0635179153094,251.4616497829233,199.828990228013,259.91407380607814,"right-eye"
"personai_icartoonface_dettrain_00112.jpg",202.44028230184583,248.86758321273516,212.1769815418024,258.84497105643993,"left-eye"
"personai_icartoonface_dettrain_00112.jpg",334.98914223669925,251.92836468885673,341.35179153094464,260.9397612156295,"right-eye"
"personai_icartoonface_dettrain_00112.jpg",341.8485342019544,255.62952243125903,350.6161780673181,261.9708755426917,"left-eye"
"personai_icartoonface_dettrain_00112.jpg",377.38870792616717,260.1827062228654,389.04451682953305,272.192474674385,"right-eye"
"personai_icartoonface_dettrain_00112.jpg",387.557003257329,252.52532561505063,399.3973941368078,264.46183068017365,"left-eye"
"personai_icartoonface_dettrain_00112.jpg",446.09391965255156,364.4582127351664,453.54505971769817,372.5606005788712,"right-eye"
"personai_icartoonface_dettrain_00112.jpg",458.4473398479913,367.6709479015919,467.1688382193268,375.8493125904486,"left-eye"
"personai_icartoonface_dettrain_00112.jpg",512.92888165038,283.15484804630967,523.8925081433225,295.284008683068,"right-eye"
"personai_icartoonface_dettrain_00112.jpg",525.5618892508143,284.88332127351663,537.1552660152008,298.00289435600575,"left-eye"
"personai_icartoonface_dettrain_00113.jpg",299.88273615635177,79.19087837837839,344.4478827361563,117.56630067567568,"right-eye"
"personai_icartoonface_dettrain_00113.jpg",374.214983713355,109.44045608108108,414.50108577633006,148.87246621621622,"left-eye"
"personai_icartoonface_dettrain_00114.jpg",323.27919659229826,242.60892611552566,351.30104867053785,266.45113844743275,"right-eye"
"personai_icartoonface_dettrain_00114.jpg",397.1982923288508,343.9481777200489,409.1964012836185,355.1655142114914,"left-eye"
"personai_icartoonface_dettrain_00115.jpg",289.734052660152,106.6302783109405,381.7647258414766,165.69817658349328,"right-eye"
"personai_icartoonface_dettrain_00115.jpg",469.6808496199783,105.6837811900192,560.5929695982627,169.4013915547025,"left-eye"
"personai_icartoonface_dettrain_00116.jpg",323.7970276872964,105.69077306733166,383.62301506514655,157.44638403990024,"right-eye"
"personai_icartoonface_dettrain_00116.jpg",371.7894951140065,179.87281795511223,441.034914495114,245.74563591022445,"left-eye"
"personai_icartoonface_dettrain_00119.jpg",380.2041259500543,133.30489864864865,427.5472312703583,197.16005067567568,"right-eye"
"personai_icartoonface_dettrain_00119.jpg",475.35776330076004,143.6389358108108,511.9386536373507,216.8285472972973,"left-eye"
"personai_icartoonface_dettrain_00120.jpg",53.89837064486552,392.99000038202934,83.00542481662592,411.2987564944988,"left-eye"
"personai_icartoonface_dettrain_00120.jpg",539.0051955990219,105.73378285452323,550.5197986705379,115.00635123777506,"right-eye"
"personai_icartoonface_dettrain_00120.jpg",552.8370453850855,103.70663966992664,563.0730440097799,111.42840770171148,"left-eye"
"personai_icartoonface_dettrain_00127.jpg",320.21769815418025,127.16300675675676,333.6552660152009,139.8762668918919,"right-eye"
"personai_icartoonface_dettrain_00127.jpg",335.7757871878393,110.59206081081082,353.0173724212812,122.06630067567569,"left-eye"
"personai_icartoonface_dettrain_00128.jpg",221.64976927252985,129.78886756238003,329.3042209554832,247.69073896353166,"right-eye"
"personai_icartoonface_dettrain_00128.jpg",416.46864820846906,155.22912667946258,522.0550352877308,280.80014395393476,"left-eye"
"personai_icartoonface_dettrain_00129.jpg",398.9809989142237,263.5616554054054,421.371878393051,289.4100506756757,"right-eye"
"personai_icartoonface_dettrain_00129.jpg",461.53637350705753,263.3602195945946,483.4446254071661,288.7449324324324,"left-eye"
"personai_icartoonface_dettrain_00133.jpg",198.67181581439394,155.65403422982885,228.0621120054714,198.72952322738388,"right-eye"
"personai_icartoonface_dettrain_00133.jpg",260.7221038510101,153.42848410757946,291.91694944234007,194.9541564792176,"left-eye"
"personai_icartoonface_dettrain_00136.jpg",164.08197611292073,100.09079391891892,195.414766558089,122.38175675675676,"right-eye"
"personai_icartoonface_dettrain_00136.jpg",224.38762214983714,89.74155405405406,272.0537459283388,112.05532094594597,"left-eye"
"personai_icartoonface_dettrain_00137.jpg",340.0624321389794,85.30236486486487,354.59066232356133,102.23817567567568,"right-eye"
"personai_icartoonface_dettrain_00137.jpg",575.4516829533117,68.01309121621622,586.0618892508144,84.93369932432434,"right-eye"
"personai_icartoonface_dettrain_00137.jpg",590.5537459283388,67.640625,605.8914223669924,87.61697635135135,"left-eye"
"personai_icartoonface_dettrain_00138.jpg",273.27864137414383,404.1894292481663,321.3576225385274,460.8040284993888,"right-eye"
"personai_icartoonface_dettrain_00138.jpg",356.59413794948625,394.9182934749389,414.7815443065068,460.2223888294621,"left-eye"
"personai_icartoonface_dettrain_00141.jpg",306.06168566775244,72.2364931237721,366.2837947882736,119.97771365422398,"right-eye"
"personai_icartoonface_dettrain_00141.jpg",399.6266286644951,116.04794941060904,439.0230048859935,158.9272470530452,"left-eye"
"personai_icartoonface_dettrain_00142.jpg",436.4623371335505,143.82437619961613,469.8930510314875,176.1564299424184,"right-eye"
"personai_icartoonface_dettrain_00142.jpg",493.3898615635179,164.60052783109407,525.694828990228,200.80854126679463,"left-eye"
"personai_icartoonface_dettrain_00142.jpg",65.86516015200868,291.88099808061423,136.24769272529858,451.88579654510556,"left-eye"
"personai_icartoonface_dettrain_00143.jpg",454.7548181324647,137.53718809980808,555.7339169381107,246.56070057581576,"right-eye"
"personai_icartoonface_dettrain_00143.jpg",536.0603284473398,157.40642994241844,647.1783387622149,273.4548944337812,"left-eye"
"personai_icartoonface_dettrain_00146.jpg",564.149022801303,77.31916817359856,709.005157437568,233.25610307414104,"right-eye"
"personai_icartoonface_dettrain_00146.jpg",669.4218241042346,87.4502712477396,796.6137350705756,237.0162748643761,"left-eye"
"personai_icartoonface_dettrain_00148.jpg",467.38490770901194,180.27364864864865,528.4049945711183,242.74915540540542,"right-eye"
"personai_icartoonface_dettrain_00148.jpg",564.8072747014115,170.24366554054055,634.9364820846906,233.51351351351352,"left-eye"
"personai_icartoonface_dettrain_00152.jpg",376.0200868621064,180.24704391891893,425.14549402823013,228.18496621621622,"right-eye"
"personai_icartoonface_dettrain_00152.jpg",488.38110749185665,183.55363175675677,537.7801302931596,231.176097972973,"left-eye"
"personai_icartoonface_dettrain_00156.jpg",173.37890625,869.3206802032396,204.90234375,907.257984413203,"right-eye"
"personai_icartoonface_dettrain_00156.jpg",253.07705965909088,880.1774048746944,290.68359374999994,921.8738300351467,"left-eye"
"personai_icartoonface_dettrain_00156.jpg",478.2368607954545,716.6609680623473,530.5770596590909,760.4339614532397,"right-eye"
"personai_icartoonface_dettrain_00156.jpg",568.0078125,676.2584046454768,621.5838068181818,718.1198903575795,"left-eye"
"personai_icartoonface_dettrain_00158.jpg",280.35559174809987,266.8578147612156,295.9907709011943,301.2943198263386,"right-eye"
"personai_icartoonface_dettrain_00158.jpg",326.9381107491857,278.6342257597684,357.73344191096635,319.98191027496375,"left-eye"
"personai_icartoonface_dettrain_00158.jpg",414.7204125950054,152.25217076700434,434.6688382193268,197.26031114327063,"right-eye"
"personai_icartoonface_dettrain_00158.jpg",489.0988056460369,159.0548118668596,522.171552660152,221.4209479015919,"left-eye"
"personai_icartoonface_dettrain_00160.jpg",183.25210369163952,246.9421785028791,194.53114820846906,254.49616122840695,"right-eye"
"personai_icartoonface_dettrain_00160.jpg",195.7935667752443,248.09740882917467,207.06541802388708,256.3531669865643,"left-eye"
"personai_icartoonface_dettrain_00160.jpg",447.5111970684039,356.61708253358927,471.119503257329,386.71065259117086,"right-eye"
"personai_icartoonface_dettrain_00160.jpg",479.8916938110749,347.81070057581576,503.62947882736154,374.20825335892516,"left-eye"
"personai_icartoonface_dettrain_00162.jpg",207.44498777506112,120.49633251833741,234.67726161369194,157.94132029339852,"right-eye"
"personai_icartoonface_dettrain_00162.jpg",262.07823960880194,147.1515892420538,312.78973105134475,175.51833740831296,"left-eye"
"personai_icartoonface_dettrain_00164.jpg",264.79058089033657,169.52372764786793,300.55998914223665,246.7288514442916,"right-eye"
"personai_icartoonface_dettrain_00164.jpg",302.5817046688382,166.04969050894084,332.1802388707926,242.18964924346628,"left-eye"
"personai_icartoonface_dettrain_00165.jpg",76.95304319371728,28.489455990220048,94.21482329842932,37.090273533007334,"left-eye"
"personai_icartoonface_dettrain_00165.jpg",24.94265379581152,179.84012072127138,34.60945680628272,188.68505501222492,"right-eye"
"personai_icartoonface_dettrain_00165.jpg",39.119028141361255,179.4653499388753,50.91778468586387,188.3377903422983,"left-eye"
"personai_icartoonface_dettrain_00165.jpg",97.4153304973822,97.2169162591687,110.89250654450262,109.87488539119803,"right-eye"
"personai_icartoonface_dettrain_00165.jpg",120.57133507853403,100.14459810513446,132.35291230366494,112.43295385085574,"left-eye"
"personai_icartoonface_dettrain_00165.jpg",177.933082460733,54.3692695599022,192.96842277486914,61.433183068459655,"right-eye"
"personai_icartoonface_dettrain_00165.jpg",200.12017342931938,53.72803331295843,213.19707133507853,61.08935666259168,"left-eye"
"personai_icartoonface_dettrain_00165.jpg",214.83082460732984,134.04416259168704,222.8724640052356,145.4729523227384,"right-eye"
"personai_icartoonface_dettrain_00165.jpg",228.62581806282722,133.1880348410758,239.6016852094241,144.41740525672373,"left-eye"
"personai_icartoonface_dettrain_00167.jpg",208.7390020718232,109.53443994498777,241.53462534530385,127.66120683068459,"right-eye"
"personai_icartoonface_dettrain_00167.jpg",268.1460462707182,101.68521737469437,299.4258546270718,117.29096309596576,"left-eye"
"personai_icartoonface_dettrain_00173.jpg",429.8301438653637,178.34784226190476,484.4881921824104,226.19568452380952,"right-eye"
"personai_icartoonface_dettrain_00173.jpg",518.994299674267,173.1405009920635,567.0417345276873,221.55654761904762,"left-eye"
"personai_icartoonface_dettrain_00175.jpg",256.6457654723127,169.21278039073806,322.5985342019544,270.14327062228654,"right-eye"
"personai_icartoonface_dettrain_00175.jpg",369.7459283387622,180.60645803183792,453.3383550488599,289.6227840086831,"left-eye"
"personai_icartoonface_dettrain_00178.jpg",317.77700868621065,309.1014875239923,339.554628121607,331.4323416506718,"right-eye"
"personai_icartoonface_dettrain_00178.jpg",359.5842833876221,305.3946737044146,398.7012757871878,325.9297024952015,"left-eye"
"personai_icartoonface_dettrain_00178.jpg",436.753664495114,233.35292706333973,469.0514386536373,265.4798464491363,"right-eye"
"personai_icartoonface_dettrain_00178.jpg",515.0056324647122,235.34309021113245,567.1676167209555,262.7555182341651,"left-eye"
"personai_icartoonface_dettrain_00179.jpg",107.98625254582484,415.51803178484107,155.42642566191444,466.74816625916867,"right-eye"
"personai_icartoonface_dettrain_00179.jpg",218.49669042769858,363.89822738386306,262.6642057026477,407.1897921760391,"right-eye"
"personai_icartoonface_dettrain_00179.jpg",372.6705702647658,402.4831907090464,398.22937881873725,432.7169926650366,"right-eye"
"personai_icartoonface_dettrain_00179.jpg",296.1239816700611,482.88126528117357,325.1578411405295,517.4014364303179,"right-eye"
"personai_icartoonface_dettrain_00180.jpg",283.8175895765472,129.59375,354.5633821932682,193.29017857142856,"right-eye"
"personai_icartoonface_dettrain_00180.jpg",393.71634093376764,148.72569444444443,443.7958740499457,205.49218749999997,"left-eye"
"personai_icartoonface_dettrain_00182.jpg",368.21824104234526,228.082347972973,436.7703583061889,274.6596283783784,"right-eye"
"personai_icartoonface_dettrain_00182.jpg",507.52660152008684,226.7673141891892,577.0971769815418,275.15371621621625,"left-eye"
"personai_icartoonface_dettrain_00184.jpg",323.2502714440825,138.5346283783784,505.3414766558089,234.71072635135135,"right-eye"
"personai_icartoonface_dettrain_00186.jpg",0,132.03888436482083,25.783794788273614,172.47811482084688,"right-eye"
"personai_icartoonface_dettrain_00186.jpg",60.28857899022801,134.46152280130292,129.5755293159609,175.25447882736154,"left-eye"
"personai_icartoonface_dettrain_00187.jpg",70.90160152008686,157.984437751004,120.78732356134635,215.4016064257028,"right-eye"
"personai_icartoonface_dettrain_00187.jpg",165.02361563517914,227.69578313253012,214.8465662323561,270.33383534136544,"left-eye"
"personai_icartoonface_dettrain_00188.jpg",250.12649294245386,142.73817567567568,323.00325732899023,191.12077702702703,"right-eye"
"personai_icartoonface_dettrain_00188.jpg",377.642779587405,144.56630067567568,437.6938110749186,193.01351351351352,"left-eye"
"personai_icartoonface_dettrain_00188.jpg",653.8463626492943,383.1993243243243,692.1487513572205,431.3120777027027,"right-eye"
"personai_icartoonface_dettrain_00188.jpg",745.0097719869707,379.125,797.4945711183497,429.2065033783784,"left-eye"
"personai_icartoonface_dettrain_00190.jpg",281.34670195439736,73.60724568138195,296.98486699239953,97.010556621881,"right-eye"
"personai_icartoonface_dettrain_00190.jpg",319.6148887079261,236.20681381957775,345.47828447339845,269.5177543186181,"right-eye"
"personai_icartoonface_dettrain_00190.jpg",358.22115906623236,235.1379558541267,382.2718512486428,270.68018234165066,"left-eye"
"personai_icartoonface_dettrain_00190.jpg",615.8408659066232,160.36108445297506,628.936210640608,169.06309980806142,"right-eye"
"personai_icartoonface_dettrain_00190.jpg",636.4639657980456,160.31429942418427,653.975977198697,172.32365642994242,"left-eye"
"personai_icartoonface_dettrain_00190.jpg",668.1682953311617,294.2274472168906,691.1399972855592,321.8486084452975,"right-eye"
"personai_icartoonface_dettrain_00190.jpg",707.7060939196525,296.1564299424184,726.5344733984799,318.97312859884835,"left-eye"
"personai_icartoonface_dettrain_00191.jpg",68.66327361563518,103.11862337192476,102.24104234527687,164.5943379160637,"left-eye"
"personai_icartoonface_dettrain_00191.jpg",392.7666938110749,154.5340539073806,447.15065146579803,183.43849493487699,"left-eye"
"personai_icartoonface_dettrain_00197.jpg",282.6221498371335,115.44552364864866,346.2947882736156,179.5477195945946,"right-eye"
"personai_icartoonface_dettrain_00197.jpg",361.6438653637351,132.60557432432432,408.9375678610206,193.56461148648648,"left-eye"
"personai_icartoonface_dettrain_00199.jpg",333.5504885993485,65.60329232995659,351.13192182410415,83.74819102749639,"right-eye"
"personai_icartoonface_dettrain_00199.jpg",351.39522258414763,65.90991316931982,369.3702497285559,83.87843704775688,"left-eye"
"personai_icartoonface_dettrain_00203.jpg",261.1659880564604,257.8358925143954,303.1279180238871,285.78454894433787,"right-eye"
"personai_icartoonface_dettrain_00203.jpg",339.55822475570034,272.86108445297504,386.44394679695984,299.4709692898272,"left-eye"
"personai_icartoonface_dettrain_00210.jpg",40.85394063264059,54.276913966992666,66.11208740831296,64.17073846271394,"right-eye"
"personai_icartoonface_dettrain_00210.jpg",79.44389899144254,54.97449954156479,107.51062041564792,64.74862469437653,"left-eye"
"personai_icartoonface_dettrain_00211.jpg",164.75905511811024,187.85328163202936,196.3685039370079,222.8628323655257,"right-eye"
"personai_icartoonface_dettrain_00211.jpg",215.348031496063,198.23511995721273,246.16692913385828,234.41081525061128,"left-eye"
"personai_icartoonface_dettrain_00211.jpg",255.11811023622047,218.7750229217604,279.86141732283465,255.7701711491443,"right-eye"
"personai_icartoonface_dettrain_00211.jpg",301.3984251968504,232.60486705378975,332.17007874015746,267.11959428484107,"left-eye"
"personai_icartoonface_dettrain_00213.jpg",207.6058631921824,189.48082489146165,286.3762214983713,220.38983357452966,"right-eye"
"personai_icartoonface_dettrain_00213.jpg",365.2660152008686,184.11631693198262,440.71389793702497,215.16642547033285,"left-eye"
